,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived
162,3,1,1,-0.04465726711560043,0,0,-0.04768263836723465,0,2.0,0
163,3,1,1,-0.15715726711560044,0,0,-0.045950353734619524,0,2.0,0
164,3,0,1,-0.3571572671156004,4,1,0.014606413281588017,0,2.0,0
165,3,0,1,-0.25715726711560044,0,2,-0.022796295757834293,0,2.0,1
166,1,1,0,-0.11965726711560043,0,1,0.044494422787975704,1,2.0,1
167,3,1,0,0.19284273288439957,1,4,-0.008401254444553691,0,2.0,0
168,1,1,1,0.00534273288439957,0,0,-0.012256197711500019,0,2.0,0
169,3,1,1,-0.01965726711560043,0,0,0.04741402994681031,0,2.0,0
170,1,1,1,0.3928427328843996,0,0,0.002529217603496666,1,2.0,0
171,3,0,1,-0.31965726711560044,4,1,-0.0060102136840426736,0,1.0,0
172,3,0,0,-0.3571572671156004,1,1,-0.041127673317419025,0,2.0,1
173,3,1,1,-0.10715726711560043,0,0,-0.047389857865947585,0,2.0,0
174,1,1,1,0.3303427328843996,0,0,-0.002944216274564552,1,0.0,0
175,3,1,1,-0.14465726711560042,1,1,-0.047528050262555084,0,2.0,0
176,3,0,1,-0.16965726711560042,3,1,-0.013150739736432427,0,2.0,0
177,1,0,0,0.25534273288439957,0,0,-0.0068153600625821,1,0.0,0
178,2,1,1,0.00534273288439957,0,0,-0.037484117572401957,0,2.0,0
179,3,1,1,0.08034273288439957,0,0,-0.06285842768394742,0,2.0,0
180,3,0,0,-0.10715726711560043,8,2,0.07289413141282082,0,2.0,0
181,2,1,1,-0.14465726711560042,0,0,-0.033482784054812094,0,0.0,0
182,3,0,1,-0.25715726711560044,4,2,-0.0015941077896294738,0,2.0,0
183,2,0,1,-0.3571572671156004,2,1,0.01326450265068898,1,2.0,1
184,3,0,0,-0.31965726711560044,0,2,-0.019868490744963663,0,2.0,1
185,1,1,1,0.08034273288439957,0,0,0.034735072745073606,1,2.0,0
186,3,1,0,-0.11965726711560043,1,0,-0.0326044425509509,0,1.0,1
187,1,1,1,0.19284273288439957,0,0,-0.011036278956137255,0,2.0,1
188,3,1,1,0.13034273288439957,1,1,-0.0326044425509509,0,1.0,0
189,3,1,1,0.08034273288439957,0,0,-0.047446852470198135,0,2.0,0
190,2,1,0,0.03034273288439957,0,0,-0.037484117572401957,0,2.0,1
191,2,1,1,-0.13215726711560044,0,0,-0.037484117572401957,0,2.0,0
192,3,0,0,-0.13215726711560044,1,0,-0.047528050262555084,0,2.0,1
193,2,0,1,-0.33215726711560045,1,1,-0.012109807460856489,1,2.0,1
194,1,1,0,0.18034273288439956,0,0,-0.0087510295500913,1,0.0,1
195,1,0,0,0.35534273288439955,0,0,0.22313112746926267,1,0.0,1
196,3,1,1,-0.14465726711560042,0,0,-0.047731435117449164,0,1.0,0
197,3,1,1,0.15534273288439956,0,1,-0.046454521757835855,0,2.0,0
198,3,0,0,0.04284273288439957,0,0,-0.047731435117449164,0,1.0,1
199,2,0,0,-0.06965726711560043,0,0,-0.037484117572401957,0,2.0,0
200,3,1,1,-0.01965726711560043,0,0,-0.04431566260243343,0,2.0,0
201,3,1,1,0.11784273288439957,8,2,0.07289413141282082,0,2.0,0
202,3,1,1,0.05534273288439957,0,0,-0.05017947048221073,0,2.0,0
203,3,1,1,0.19909273288439958,0,0,-0.04875616687195388,0,0.0,0
204,3,1,1,-0.14465726711560042,0,0,-0.04714587411487504,0,2.0,1
205,3,0,0,-0.3446572671156004,0,1,-0.04243698771917477,1,2.0,0
206,3,1,1,0.03034273288439957,1,0,-0.031921288047947756,0,2.0,0
207,3,1,1,-0.04465726711560043,0,0,-0.02618766989774277,0,0.0,1
208,3,0,0,-0.16965726711560042,0,0,-0.047731435117449164,0,1.0,1
209,1,1,1,0.13034273288439957,0,0,-0.0023504574179543853,1,0.0,1
210,3,1,1,-0.06965726711560043,0,0,-0.04909774412345545,0,2.0,0
211,2,0,0,0.06784273288439957,0,0,-0.02186915750375859,0,2.0,1
212,3,1,1,-0.09465726711560044,0,0,-0.048707370121739375,0,2.0,0
213,2,1,1,0.00534273288439957,0,0,-0.037484117572401957,0,2.0,0
214,3,1,1,0.00534273288439957,1,0,-0.047731435117449164,0,1.0,0
215,1,0,0,0.01784273288439957,1,0,0.1582396475379997,1,0.0,1
216,3,0,0,-0.03215726711560043,0,0,-0.047389857865947585,0,2.0,1
217,2,1,1,0.15534273288439956,1,0,-0.010157937452276068,0,2.0,0
218,1,0,0,0.03034273288439957,0,0,0.08605305344966746,1,0.0,1
219,2,1,1,0.00534273288439957,0,0,-0.042363792593853006,0,2.0,0
220,3,1,1,-0.16965726711560042,0,0,-0.04714587411487504,0,2.0,1
221,2,1,1,-0.03215726711560043,0,0,-0.037484117572401957,0,2.0,0
222,3,1,1,0.2678427328843996,0,0,-0.04714587411487504,0,2.0,0
223,3,1,1,-0.36965726711560043,0,0,-0.047446852470198135,0,2.0,0
224,1,1,1,0.10534273288439958,1,0,0.11280987308829042,1,2.0,1
225,3,1,1,-0.09465726711560044,0,0,-0.04460844310372049,0,2.0,0
226,2,1,1,-0.13215726711560044,0,0,-0.042363792593853006,0,2.0,1
227,3,1,1,-0.11340726711560042,0,0,-0.048707370121739375,0,2.0,0
228,2,1,1,-0.14465726711560042,0,0,-0.037484117572401957,0,2.0,0
229,3,0,0,-0.14465726711560042,3,1,-0.013150739736432427,0,2.0,0
230,1,1,0,0.06784273288439957,1,0,0.10007392128230316,1,2.0,1
231,3,1,1,-0.0071572671156004295,0,0,-0.04768263836723465,0,2.0,0
232,2,1,1,0.36784273288439956,0,0,-0.036508182568111745,0,2.0,0
233,3,0,0,-0.30715726711560043,4,2,-0.0015941077896294738,0,2.0,1
234,2,1,1,-0.06965726711560043,0,0,-0.042363792593853006,0,2.0,0
235,3,0,0,-0.10715726711560043,0,0,-0.04812180911916524,0,2.0,0
236,2,1,1,0.18034273288439956,1,0,-0.012109807460856489,0,2.0,0
237,2,0,0,-0.26965726711560045,0,2,-0.011621839958711383,0,2.0,1
238,2,1,1,-0.13215726711560044,0,0,-0.042363792593853006,0,2.0,0
239,2,1,1,0.04284273288439957,0,0,-0.038899223328622765,0,2.0,0
240,3,0,0,0.16784273288439958,1,0,-0.03464570820592431,0,0.0,0
241,3,0,0,-0.11965726711560043,1,0,-0.0326044425509509,0,1.0,1
242,2,1,1,-0.0071572671156004295,0,0,-0.042363792593853006,0,2.0,0
243,3,1,1,-0.09465726711560044,0,0,-0.04895135387281192,0,2.0,0
244,3,1,1,0.00534273288439957,0,0,-0.04875616687195388,0,0.0,0
245,1,2,1,0.18034273288439956,2,0,0.11280987308829042,1,1.0,0
246,3,0,0,-0.05715726711560043,0,0,-0.04768263836723465,0,2.0,0
247,2,1,0,-0.06965726711560043,0,2,-0.03455631255953132,0,2.0,1
248,1,1,1,0.09284273288439956,1,1,0.03972053912098972,1,2.0,1
249,2,2,1,0.30534273288439956,1,0,-0.012109807460856489,0,2.0,0
250,3,1,1,-0.25715726711560044,0,0,-0.048707370121739375,0,2.0,0
251,3,1,0,-0.0071572671156004295,1,1,-0.04243698771917477,1,2.0,0
252,1,1,1,0.4053427328843996,0,0,-0.011036278956137255,1,2.0,0
253,3,1,1,0.00534273288439957,1,0,-0.03143332054580265,0,2.0,0
254,3,1,0,0.14284273288439958,0,2,-0.023406255135515676,0,2.0,0
255,3,1,0,-0.0071572671156004295,0,2,-0.03310060790713205,0,0.0,1
256,1,1,0,-0.25715726711560044,0,0,0.09172967699562189,0,0.0,1
257,1,0,0,0.00534273288439957,0,0,0.10597832805825895,1,2.0,1
258,1,0,0,0.06784273288439957,0,0,0.9371415723160527,0,0.0,1
259,2,1,0,0.25534273288439957,0,1,-0.012109807460856489,0,2.0,1
260,3,1,1,0.18034273288439956,0,0,-0.047731435117449164,0,1.0,0
261,3,0,1,-0.33215726711560045,4,2,-0.0015941077896294738,0,2.0,1
262,1,1,1,0.2803427328843996,1,1,0.09260801849948308,1,2.0,0
263,1,1,1,0.13034273288439957,0,0,-0.06285842768394742,1,2.0,0
264,3,0,0,0.05534273288439957,0,0,-0.047731435117449164,0,1.0,0
265,2,1,1,0.08034273288439957,0,0,-0.042363792593853006,0,2.0,0
266,3,1,1,-0.16965726711560042,4,1,0.014606413281588017,0,2.0,0
267,3,1,1,-0.05715726711560043,1,0,-0.04768263836723465,0,2.0,1
268,1,1,0,0.35534273288439955,0,1,0.23668042350782537,1,2.0,1
269,1,0,0,0.06784273288439957,0,0,0.20188014275084332,1,2.0,1
270,1,1,1,0.01784273288439957,0,0,-0.0023504574179543853,0,2.0,0
271,3,1,1,-0.05715726711560043,0,0,-0.06285842768394742,0,2.0,1
272,2,1,0,0.14284273288439958,0,1,-0.02479696251662922,0,2.0,1
273,1,1,1,0.09284273288439956,0,1,-0.004887888429108933,1,0.0,0
274,3,0,0,-0.16965726711560042,0,0,-0.047731435117449164,0,1.0,1
275,1,0,0,0.41784273288439955,1,0,0.08930604000596756,1,2.0,1
276,3,0,0,0.19284273288439957,0,0,-0.047731435117449164,0,2.0,0
277,2,1,1,0.06784273288439957,0,0,-0.06285842768394742,0,2.0,0
278,3,0,1,-0.2821572671156004,4,1,-0.0060102136840426736,0,1.0,0
279,3,1,0,0.06784273288439957,1,1,-0.023333060010193904,0,2.0,1
280,3,1,1,0.44284273288439957,0,0,-0.047731435117449164,0,1.0,0
281,3,1,1,-0.01965726711560043,0,0,-0.047528050262555084,0,2.0,0
282,3,1,1,-0.16965726711560042,0,0,-0.04431566260243343,0,2.0,0
283,3,1,1,-0.13215726711560044,0,0,-0.04714587411487504,0,2.0,1
284,1,1,1,-0.09465726711560044,0,0,-0.012109807460856489,1,2.0,0
285,3,1,1,0.04284273288439957,0,0,-0.045950353734619524,0,0.0,0
286,3,1,1,0.00534273288439957,0,0,-0.04431566260243343,0,2.0,1
287,3,1,1,-0.09465726711560044,0,0,-0.047446852470198135,0,2.0,0
288,2,1,1,0.15534273288439956,0,0,-0.037484117572401957,0,2.0,1
289,3,0,0,-0.09465726711560044,0,0,-0.047731435117449164,0,1.0,1
290,1,0,0,-0.04465726711560043,0,0,0.09104652249261873,0,2.0,1
291,1,1,0,-0.13215726711560044,1,0,0.11491633120155041,1,0.0,1
292,2,1,1,0.08034273288439957,0,0,-0.037728101323474504,1,0.0,0
293,3,0,0,-0.06965726711560043,0,0,-0.0455843781080107,0,2.0,0
294,3,1,1,-0.06965726711560043,0,0,-0.047446852470198135,0,2.0,0
295,1,1,1,0.03034273288439957,0,0,-0.0087510295500913,0,0.0,0
296,3,1,1,-0.07590726711560043,0,0,-0.04874796901791785,0,0.0,0
297,1,0,0,-0.3446572671156004,1,2,0.23294747211641534,2,2.0,0
298,1,1,1,-0.05715726711560043,0,0,-0.0033263924222445957,1,2.0,1
299,1,1,0,0.25534273288439957,0,1,0.4202699983358852,2,0.0,1
300,3,0,0,-0.30715726711560043,0,0,-0.047731435117449164,0,1.0,1
301,3,1,1,-0.31965726711560044,2,0,-0.017477449984452643,0,1.0,1
302,3,1,1,-0.13215726711560044,0,0,-0.06285842768394742,0,2.0,0
303,2,0,0,-0.05715726711560043,0,0,-0.03875283307797923,1,1.0,1
304,3,1,1,-0.18215726711560043,0,0,-0.04714587411487504,0,2.0,0
305,1,0,1,-0.3581572671156004,1,2,0.23294747211641534,2,2.0,1
306,1,0,0,-0.0071572671156004295,0,0,0.15357136003847793,0,0.0,1
307,1,1,0,-0.15715726711560044,1,0,0.14970021625046037,1,0.0,1
308,2,1,1,0.00534273288439957,1,0,-0.01601354747801733,0,0.0,0
309,1,0,0,0.00534273288439957,0,0,0.04825997040852906,1,0.0,1
310,1,0,0,-0.06965726711560043,0,0,0.09945576405058576,1,0.0,1
311,1,0,0,-0.14465726711560042,2,2,0.44926346581734045,4,0.0,1
312,2,1,0,-0.04465726711560043,1,1,-0.012109807460856489,0,2.0,0
313,3,1,1,-0.01965726711560043,0,0,-0.047446852470198135,0,2.0,0
314,2,1,1,0.16784273288439958,1,1,-0.011621839958711383,0,2.0,0
315,3,0,0,-0.04465726711560043,0,0,-0.047528050262555084,0,2.0,1
316,2,1,0,-0.06965726711560043,1,0,-0.012109807460856489,0,2.0,1
317,2,2,1,0.30534273288439956,0,0,-0.035532247563821534,0,2.0,0
318,1,0,0,0.01784273288439957,0,2,0.2589399394596782,1,2.0,1
319,1,1,0,0.13034273288439957,1,1,0.19966808847011913,1,0.0,1
320,3,1,1,-0.09465726711560044,0,0,-0.048707370121739375,0,2.0,0
321,3,1,1,-0.03215726711560043,0,0,-0.047446852470198135,0,2.0,0
322,2,0,0,0.00534273288439957,0,0,-0.03875283307797923,0,1.0,1
323,2,1,0,-0.09465726711560044,1,1,-0.006254197435115226,0,2.0,1
324,3,1,1,0.5178427328843995,8,2,0.07289413141282082,0,2.0,0
325,1,0,0,0.08034273288439957,0,0,0.20188014275084332,1,0.0,1
326,3,1,1,0.3928427328843996,0,0,-0.050683638505427044,0,2.0,0
327,2,1,0,0.08034273288439957,0,0,-0.037484117572401957,1,2.0,1
328,3,1,0,0.01784273288439957,1,1,-0.022796295757834293,0,2.0,1
329,1,0,0,-0.16965726711560042,0,1,0.05030943391753849,1,0.0,1
330,3,0,0,-0.11965726711560043,2,0,-0.017477449984452643,0,1.0,1
331,1,1,1,0.19909273288439958,0,0,-0.007230132439405437,1,2.0,0
332,1,1,1,0.10534273288439958,0,1,0.23668042350782537,1,2.0,0
333,3,1,1,-0.16965726711560042,2,0,-0.02772476752949985,0,2.0,0
334,1,1,0,-0.06965726711560043,1,0,0.19800899896282578,0,2.0,1
335,3,1,1,-0.06965726711560043,0,0,-0.047446852470198135,0,2.0,0
336,1,1,1,-0.0071572671156004295,1,0,0.06713611488750858,1,2.0,0
337,1,0,0,0.14284273288439958,0,0,0.19966808847011913,1,0.0,1
338,3,1,1,0.19284273288439957,0,0,-0.04714587411487504,0,2.0,1
339,1,1,1,0.19284273288439957,0,0,0.006432957620657507,1,2.0,0
340,2,0,1,-0.3446572671156004,1,1,-0.012109807460856489,1,2.0,1
341,1,0,0,-0.06965726711560043,3,2,0.4504833845727032,3,2.0,1
342,2,1,1,-0.01965726711560043,0,0,-0.037484117572401957,0,2.0,0
343,2,1,1,-0.05715726711560043,0,0,-0.037484117572401957,0,2.0,0
344,2,1,1,0.08034273288439957,0,0,-0.037484117572401957,0,2.0,0
345,2,0,0,-0.06965726711560043,0,0,-0.037484117572401957,1,2.0,1
346,2,0,0,0.13034273288439957,0,0,-0.037484117572401957,0,2.0,1
347,3,1,0,-0.11965726711560043,1,0,-0.03143332054580265,0,2.0,1
348,3,0,1,-0.33215726711560045,1,1,-0.03182369454751874,0,2.0,1
349,3,1,1,0.15534273288439956,0,0,-0.045950353734619524,0,2.0,0
350,3,1,1,-0.08215726711560042,0,0,-0.044852426854793036,0,2.0,0
351,1,1,1,0.18034273288439956,0,0,0.005457022616367296,1,2.0,0
